SYMBOL	IlmnID
ZBTB33	cg13128531
C10orf35	cg13129046
GUCY2C	cg13131015
ELMOD2	cg13132204
SNAPC5	cg13133148
RGR	cg13133883
VAV2	cg13134662
HSPA2	cg13135121
ASH1L	cg13135127
RPP21	cg13135180
CRYBA1	cg13138279
KRTAP19-1	cg13139843
SNRNP200	cg13140267
AP3B2	cg13140464
ARL4A	cg13140740
GYPE	cg13143729
UMPS	cg13144004
CCR1	cg13144783
H19	cg13145013
FAM117A	cg13145440
RNF185	cg13145458
PLXDC2	cg13149307
EIF4G3	cg13149996
RNF40	cg13150441
GIPC1	cg13150596
UBE2Q2P1	cg13150977
KCNJ4	cg13151102
CLEC11A	cg13152535
OSGIN2	cg13153865
CAPZA2	cg13155059
TEPP	cg13156121
PTH1R	cg13156411
CYP4X1	cg13158571
CCDC59	cg13159566
NIPSNAP3B	cg13160888
C11orf42	cg13162577
MOBKL3	cg13162810
SIX3	cg13163729
CDA	cg13164309
CD226	cg13164537
CPLX4	cg13168374
JAKMIP1	cg13168683
PTPRT	cg13168820
APP	cg13169373
HLX	cg13170032
UGGT1	cg13173909
CUL4B	cg13174077
GNL3	cg13174197
ZNF828	cg13176285
HMGN3	cg13176979
KCNK7	cg13179915
PIK3R2	cg13179983
RHO	cg13180098
HPS1	cg13180809
MPP7	cg13181019
KRT6B	cg13181284
FAM120C	cg13183496
FZR1	cg13183539
CDC5L	cg13184442
PNPLA3	cg13184872
GP5	cg13185177
ABCC8	cg13185308
SRGAP3	cg13188385
SYNM	cg13191049
PCSK9	cg13191808
ERAS	cg13192155
RIMKLA	cg13199589
ATP6V1A	cg13199822
MAGEB1	cg13201322
SLC6A3	cg13202751
GH1	cg13204181
GBAS	cg13205516
SST	cg13206017
TSN	cg13208492
PLAG1	cg13208732
SPATA2	cg13210512
HSPB2	cg13210534
HBP1	cg13214349
MYOZ3	cg13214422
DKK3	cg13216057
PSMD1	cg13216088
ILF2	cg13216303
MOCS3	cg13216351
RPS6KA2	cg13217373
PET112L	cg13218435
PCMTD2	cg13218906
LRBA	cg13219107
TTF2	cg13221588
RB1	cg13221796
MRPL52	cg13222081
TGIF1	cg13224710
TACC3	cg13225039
CNTFR	cg13226172
MAGEB18	cg13226591
IER5	cg13228642
CSPG4	cg13230197
GSTK1	cg13230584
ADAT1	cg13232900
PTPRF	cg13233799
CTSL2	cg13234643
AUTS2	cg13234848
TMEM132D	cg13234863
IFNA2	cg13235447
C20orf152	cg13236107
MED21	cg13236637
NAPA	cg13236854
TECR	cg13237829
SLC26A2	cg13237906
PKIG	cg13240311
ARPC2	cg13240332
FLVCR1	cg13240598
ZMAT5	cg13240639
MECOM	cg13243219
VPS37A	cg13243377
UQCRC2	cg13244707
RTN3	cg13245912
AQP7	cg13246269
P2RX5	cg13246592
CAMK2D	cg13246654
MYLK3	cg13247990
MAEL	cg13249256
ARNTL	cg13250711
RGL4	cg13253729
MAP3K5	cg13255096
GALNT8	cg13255190
MEPE	cg13255629
NXT2	cg13257485
FDX1	cg13258606
C7orf13	cg13258700
CSF2	cg13259290
C6orf108	cg13260333
CBR4	cg13260633
POU4F2	cg13262687
YIPF1	cg13262752
ERBB2	cg13263114
GJB3	cg13263483
SEC61A1	cg13264208
GRIN2B	cg13264741
SLC37A1	cg13265003
UNC5C	cg13265789
RPS15	cg13266292
NEFL	cg13266631
C22orf26	cg13269407
CD300LG	cg13269964
CHFR	cg13270853
PRMT2	cg13271076
FAM57B	cg13271951
ANKRD2	cg13271963
USP2	cg13272258
ARMC8	cg13272327
PSD4	cg13273136
GULP1	cg13274254
TBX2	cg13274713
FAM119A	cg13277160
PHKG2	cg13277179
DECR1	cg13277385
KAL1	cg13277716
CTAGE5	cg13277939
PIH1D1	cg13278334
IGK@	cg13279585
ATG16L1	cg13281719
C6orf142	cg13281868
BGLAP	cg13282594
TCL1A	cg13282837
UHRF1	cg13282951
GPX5	cg13283751
C1orf77	cg13283942
RAB24	cg13284426
NUMBL	cg13285447
TRMT2B	cg13286902
WRB	cg13287780
FBXL22	cg13288195
ASB10	cg13289321
FAM119B	cg13289561
RPIA	cg13293721
PPTC7	cg13294439
GLE1	cg13294509
MAST1	cg13294594
TMEM128	cg13296371
RPL6	cg13296563
FLJ38379	cg13297249
ELOVL4	cg13297865
NCAM2	cg13297960
NIT1	cg13298382
COL16A1	cg13299148
HAS1	cg13300756
WT1	cg13301003
SPINT2	cg13301014
RORA	cg13301933
MGP	cg13302154
SCRT1	cg13302823
PHF1	cg13303256
HPCA	cg13306164
INPP5E	cg13306784
PRPF40B	cg13307384
DNM1	cg13309018
SOLH	cg13310628
RNF114	cg13310671
CD48	cg13311440
SLC29A2	cg13313036
C9orf84	cg13314167
CYP2E1	cg13315147
OVCA2	cg13315690
CDCA7L	cg13316191
CIZ1	cg13316424
ST3GAL2	cg13319139
CAPZB	cg13319175
DNAJC28	cg13319664
ST8SIA4	cg13320626
RHOBTB1	cg13320683
CEACAM3	cg13322449
TTC18	cg13323474
SLC2A14	cg13323752
ARNTL2	cg13325261
TMEM107	cg13325529
MLLT4	cg13325666
SIL1	cg13326338
UBR3	cg13328485
C14orf80	cg13332088
RAB4B	cg13332130
hCG_1817306	cg13332925
BTG1	cg13333141
ZNF80	cg13334054
SPACA1	cg13334277
ENO2	cg13334990
ABHD12B	cg13335112
ZNF579	cg13336167
ATP12A	cg13337662
TEKT1	cg13337865
FAM71C	cg13338132
TMEM35	cg13340269
TRAFD1	cg13342120
TECTB	cg13342558
EBNA1BP2	cg13342625
KLK10	cg13343486
DLX5	cg13344740
TBC1D22A	cg13346032
CCKBR	cg13346411
PFDN4	cg13347296
SCN2B	cg13348944
C5orf20	cg13349425
EXOG	cg13350481
KRT13	cg13350783
SCARA3	cg13351161
LOC284912	cg13351406
SHC3	cg13351583
CBX3	cg13351698
ROM1	cg13352306
CCNO	cg13352495
PTRF	cg13353683
CLEC1A	cg13354523
RPL13	cg13358084
LGI2	cg13359415
LIN7C	cg13360150
KLHDC10	cg13360404
UBE2Z	cg13362403
CYP3A43	cg13364756
MC4R	cg13365022
SCNN1G	cg13365761
ACSS2	cg13368786
MEPCE	cg13369981
STARD8	cg13370916
KCNT2	cg13372488
NT5C	cg13376158
VEGFC	cg13378388
EGF	cg13379236
CCDC108	cg13379763
BMI1	cg13379871
ZNF652	cg13382694
AP4S1	cg13382714
TSG101	cg13383490
GPR85	cg13383491
PRH1	cg13383572
ADCY5	cg13384396
CRYGB	cg13384498
DAD1	cg13386234
PTDSS2	cg13386884
CRIPAK	cg13387232
TMEM148	cg13391235
TMEM168	cg13391638
IQCD	cg13393195
DCD	cg13396068
ZNF575	cg13396213
MEA1	cg13397365
OR2C3	cg13397379
SFRP1	cg13398291
ARMC1	cg13398993
FKBP1B	cg13401339
GRPR	cg13401681
TUBA8	cg13401831
APH1B	cg13401987
PANK3	cg13404558
EIF2C2	cg13405161
MFF	cg13406768
GBP1	cg13406950
SIGLEC9	cg13407883
SUPV3L1	cg13409216
OR5P2	cg13410437
SOS1	cg13412063
KCNK4	cg13412615
RNF170	cg13414044
PMAIP1	cg13415207
WDR6	cg13415434
C2orf7	cg13415850
RPP38	cg13417824
NHLRC2	cg13420923
SC5DL	cg13421924
CXXC1	cg13423076
ABHD6	cg13423394
CPA3	cg13424229
GGTLC1	cg13424446
PRKCH	cg13425637
RBL2	cg13426503
HERC5	cg13427055
ADSL	cg13430425
CDC123	cg13430851
RB1	cg13431205
CDK8	cg13433272
PSG3	cg13434203
GATA4	cg13434842
DOCK1	cg13434852
CWF19L2	cg13435189
LGR5	cg13435381
ERP27	cg13435792
PUM1	cg13436343
LRP2	cg13436799
UGT2B11	cg13436996
MED24	cg13437593
TBCA	cg13438543
ZNF526	cg13438673
FAM118A	cg13438834
C14orf179	cg13438944
DNAJC5G	cg13439299
PRSS8	cg13439730
FAM190B	cg13442811
DSG4	cg13445249
ESPL1	cg13445358
PSCA	cg13446199
AFG3L1	cg13446235
SDR9C7	cg13446622
LEPR	cg13446852
FLG	cg13447818
VPS35	cg13448401
COL17A1	cg13448625
MRPL43	cg13449372
FAM163A	cg13449778
POLN	cg13450057
TMEM146	cg13451483
PIK3R5	cg13453139
TARS2	cg13454184
BOD1L	cg13455369
DNAJB6	cg13456653
CSN3	cg13459560
DSCR6	cg13460409
ECHDC2	cg13461509
ABCF3	cg13461600
RUNX3	cg13461622
DLX5	cg13462129
ATF4	cg13462160
DENND1B	cg13463167
PSMC2	cg13463367
RP9	cg13464062
CMBL	cg13466487
CCDC25	cg13467649
ERLEC1	cg13467814
PLEK	cg13468685
PGRMC2	cg13469311
VAV1	cg13470920
ENTPD1	cg13471990
SLC5A2	cg13473336
ZDHHC5	cg13473383
C15orf52	cg13474734
SH3BP1	cg13474750
SEPT5	cg13477510
CDKN2A	cg13479669
EGR4	cg13481359
HEPH	cg13482233
SNX7	cg13482485
TMOD2	cg13486556
ADAM12	cg13488201
C1orf63	cg13488557
RBPMS	cg13490635
NDFIP1	cg13490971
FGF11	cg13492227
ITGA8	cg13492340
LCN12	cg13493001
PLCB3	cg13493559
TUBB3	cg13494498
CHST5	cg13496066
OVOL1	cg13496736
PAX3	cg13496838
CBFB	cg13500388
MGC29506	cg13500819
WDR8	cg13501117
DMXL2	cg13501507
CACNB1	cg13501999
ZMPSTE24	cg13502356
CCR7	cg13504059
LPAR6	cg13506226
C14orf178	cg13507326
KLHDC7A	cg13507429
SLC5A4	cg13507893
CREB3L3	cg13509147
SP1	cg13510262
NEU1	cg13510327
ANKS1A	cg13510363
GGT7	cg13514050
MACF1	cg13514129
CMTM6	cg13515605
HMGB2	cg13515674
ALG1	cg13516796
CHCHD6	cg13517305
UPK1A	cg13517968
NUDT16	cg13518195
THRB	cg13518327
CXCR1	cg13519373
KCNH6	cg13520327
C21orf129	cg13520715
JOSD2	cg13521229
AMBN	cg13523386
ADCY1	cg13523557
TIAF1	cg13525683
LRFN5	cg13526007
DLST	cg13526689
CHRM1	cg13530039
IARS2	cg13530946
GPR55	cg13531460
ZNF37A	cg13531842
C15orf51	cg13535217
HIST2H2AA3	cg13536448
ARL4C	cg13539030
ZNF432	cg13540795
GDPD3	cg13543096
CSN3	cg13546796
C11orf68	cg13547237
TOLLIP	cg13547299
ACTA1	cg13547644
PSD	cg13548361
GRID2	cg13549845
SEMA3B	cg13550608
C14orf148	cg13550877
ZNF7	cg13551243
MORC3	cg13552650
SEZ6L2	cg13552869
CNKSR1	cg13553204
COL17A1	cg13553455
CLEC2D	cg13553498
TERF1	cg13554114
MAX	cg13555543
AGAP4	cg13555884
EFHA1	cg13557178
ALG14	cg13559495
MIER3	cg13560436
C3orf24	cg13560548
GPR27	cg13562542
ELOVL2	cg13562911
ASAH1	cg13563405
PHF12	cg13564075
C6orf192	cg13564468
GRPEL1	cg13564595
PDE1B	cg13565157
DSCAML1	cg13565215
PUS10	cg13565723
TGM4	cg13571802
FBXO30	cg13572545
SDR16C5	cg13573276
CCND2	cg13574590
TCP11L1	cg13575604
IL6ST	cg13576061
FAM179A	cg13576290
PFDN6	cg13576739
PRKAR1B	cg13577076
FLNB	cg13577407
EDC4	cg13578400
UBASH3A	cg13578652
OGN	cg13580728
MTHFD1	cg13581475
CDC23	cg13581941
ARIH2	cg13585240
SCNN1D	cg13587552
HEXA	cg13587740
MC3R	cg13588354
R3HDM1	cg13588645
LGALS7	cg13588835
FAM5B	cg13589108
SYNPO	cg13590277
FAM20A	cg13591701
ZNF250	cg13592003
MRPL51	cg13592155
SPTB	cg13593287
SRCRB4D	cg13594711
TBCB	cg13597949
FABP6	cg13599007
CDC7	cg13599025
NET1	cg13599477
SSX3	cg13601079
RASSF4	cg13603099
MOXD1	cg13603171
ABP1	cg13603551
XPC	cg13604223
ALPP	cg13605579
SPC25	cg13605690
CCND1	cg13608094
ERLIN2	cg13612524
C11orf65	cg13613532
ZIC3	cg13613682
VPS4B	cg13613748
KCNAB2	cg13614083
C13orf15	cg13614181
RACGAP1	cg13615396
CCR6	cg13615963
WIPI1	cg13616221
SMEK2	cg13617705
SON	cg13617782
SPTBN1	cg13618372
SARS	cg13619408
PIAS4	cg13619768
SLITRK3	cg13619915
ACSM1	cg13619990
BAD	cg13620770
UBE2S	cg13620808
NXF2	cg13621440
COTL1	cg13623690
ZBTB6	cg13625113
SNX27	cg13625205
TRIM29	cg13625403
ADORA1	cg13626881
TRPV4	cg13628514
GBP2	cg13629753
NUDT8	cg13631259
SLC25A33	cg13631913
MS4A8B	cg13633026
LRRC32	cg13633560
DGKA	cg13634319
TM2D3	cg13634678
ADAP1	cg13634864
ZNF655	cg13636404
TLE3	cg13637733
AMIGO2	cg13640200
WT1	cg13641903
HOXB9	cg13643585
ADAMTS3	cg13643796
PAQR4	cg13644052
PHLDA3	cg13645078
SYNJ2	cg13645811
SLC25A31	cg13649728
ASPM	cg13650137
PILRA	cg13650156
PRPF31	cg13650689
PREX2	cg13652336
SEPX1	cg13652556
TMEM33	cg13652653
VARS	cg13653456
RIOK1	cg13654195
CYP4F2	cg13656062
MLL	cg13656360
PDHA1	cg13658777
PCMT1	cg13662243
TRHDE	cg13663218
DUS2L	cg13665184
ZSCAN16	cg13665593
C9orf68	cg13666340
ZBTB8A	cg13666729
HNRNPUL1	cg13668129
LIG1	cg13668397
EXOSC1	cg13669465
ZNF747	cg13669583
TIGIT	cg13669740
CDR2L	cg13670595
RUNDC2A	cg13671818
NF2	cg13671831
CIAO1	cg13672342
CACNG7	cg13672791
PTPRC	cg13673094
BEGAIN	cg13673514
MEX3C	cg13673779
WDR44	cg13674559
TRPV5	cg13675849
AHR	cg13676215
CUL9	cg13678049
TOMM7	cg13679077
ASIP	cg13681935
C14orf102	cg13682722
FAM194A	cg13683440
RPL14	cg13683864
GRM2	cg13685294
SBF1	cg13686042
PHYHIPL	cg13686115
MCM10	cg13687831
TM4SF4	cg13688966
LARP1	cg13689073
NCAM1	cg13692433
CLCA2	cg13693652
SCN4A	cg13694749
SIM2	cg13694867
BPIL1	cg13696012
KRT82	cg13696887
DIRAS3	cg13697378
LCE2A	cg13697387
ZMYND8	cg13699808
RSPO2	cg13700897
ADAMTS19	cg13701109
EPHA5	cg13701273
GPR81	cg13702536
FYB	cg13703437
AKAP7	cg13703941
CCDC28B	cg13704271
DGKQ	cg13704403
IGDCC4	cg13704548
ACOX2	cg13705284
PRKAR2B	cg13705707
COX10	cg13706352
ADAMTS15	cg13707395
NME5	cg13707560
TMEM44	cg13713381
ZNF14	cg13714039
RNASE1	cg13718960
PAFAH1B1	cg13719194
CRKL	cg13720744
LRPPRC	cg13721560
GRM1	cg13722123
HNRNPH2	cg13723482
VPS13A	cg13724288
SPSB1	cg13724813
MAGI1	cg13725272
FGFBP1	cg13726191
COX6A2	cg13726463
CTAG2	cg13726507
MBD3L1	cg13727946
TPRA1	cg13728650
COX16	cg13729392
NFYC	cg13730534
LILRA3	cg13733733
MYOG	cg13735697
NFYC	cg13735974
UBE2C	cg13736875
HAUS6	cg13739345
CXCR2	cg13739417
ZNF524	cg13741249
TP53TG1	cg13741326
RIBC1	cg13741802
CCBP2	cg13742532
NEIL3	cg13743031
SDHAF2	cg13744070
OCLN	cg13744194
UNC50	cg13744304
CBFA2T3	cg13745346
SPATA12	cg13745870
HHIP	cg13749822
OCIAD1	cg13750354
CCDC64	cg13752005
CCBL1	cg13752043
CP110	cg13752949
REV1	cg13754949
LRRC6	cg13755023
FLI1	cg13755070
LMAN2	cg13755535
IGF2	cg13756879
ARHGAP8	cg13757640
SDC1	cg13758659
GAGE4	cg13758677
EXPH5	cg13759143
CDH13	cg13759328
OMG	cg13759778
DNAJC5B	cg13760253
RNF125	cg13760546
SLC6A6	cg13763232
BOC	cg13765303
CD1D	cg13765621
SCN3B	cg13765785
MS4A1	cg13765961
ING1	cg13766096
GALNT2	cg13769204
CLCNKA	cg13770446
TCL1B	cg13771579
EBP	cg13771629
IL12A	cg13775495
HPS5	cg13777411
HSPA4	cg13778073
AATK	cg13781408
NRN1L	cg13782134
PSMA4	cg13782957
HCP5	cg13784557
JUP	cg13784792
PVT1	cg13784855
RPS19BP1	cg13785207
C4orf21	cg13788062
TOM1	cg13788301
RFK	cg13789236
DYNLRB1	cg13789523
HEATR6	cg13790571
IGF2AS	cg13791131
SLC45A3	cg13791589
U2AF2	cg13791658
HMGN1	cg13791713
CLDN17	cg13792279
CXorf59	cg13792569
MCCC2	cg13793354
ZNF157	cg13794642
SNUPN	cg13794888
C19orf24	cg13795840
C1orf187	cg13796218
NIPSNAP1	cg13797031
CARD10	cg13797282
THAP11	cg13798289
EPYC	cg13798376
ANAPC13	cg13798579
ASRGL1	cg13799206
ITGB1	cg13800022
CCND2	cg13801381
AKR1B1	cg13801416
RCOR2	cg13802364
CASP1	cg13802966
XKR8	cg13804316
NARG2	cg13804457
PCDH17	cg13806135
MARCH8	cg13806670
ALX4	cg13807496
API5	cg13808561
ZNF711	cg13809962
MYH9	cg13810225
DOLK	cg13812587
CMTM2	cg13813391
DAPK1	cg13814950
NDUFB11	cg13815872
HSPA6	cg13817266
SPAG7	cg13818368
C1QL1	cg13818573
WIPF1	cg13821008
ST6GALNAC5	cg13823136
TNXB	cg13823701
COPS3	cg13823791
PSMB3	cg13824734
MND1	cg13825058
MPI	cg13828047
NDN	cg13828758
FXYD6	cg13828839
MYST1	cg13828871
COL21A1	cg13830624
MATK	cg13833831
TM9SF1	cg13834500
TMEM145	cg13834567
TJP1	cg13836627
TNFRSF1B	cg13836770
PAGE5	cg13837202
RPL27A	cg13838528
SYN1	cg13839778
CIDEB	cg13840968
STK11	cg13841138
ANP32E	cg13841804
APBB2	cg13842258
IL9	cg13842648
PSMD11	cg13843603
FAM5B	cg13843613
C4orf22	cg13843773
PSMB10	cg13846555
C14orf147	cg13846682
LSM14A	cg13846796
MLH1	cg13846866
KLHL3	cg13847070
PRR22	cg13847113
ACSL5	cg13849691
CCNB1	cg13849825
TMEM144	cg13850625
ADCY7	cg13851211
FCER1G	cg13853198
C11orf2	cg13853761
CHAF1B	cg13854874
CREBBP	cg13856728
SLC18A1	cg13857100
TRNAU1AP	cg13857440
ZNF43	cg13858139
HSPA9	cg13859216
UNC45B	cg13859324
CANX	cg13859478
TGFBR2	cg13859541
PIWIL1	cg13861644
OPTN	cg13864877
FAM111B	cg13864937
MAMDC2	cg13870494
TBX20	cg13870866
ENOPH1	cg13873733
KDM4C	cg13875807
TMEM27	cg13876499
IGF2BP1	cg13877465
GKN1	cg13877895
ZNF132	cg13877915
ADCY5	cg13878010
TBPL1	cg13878093
IKZF3	cg13878456
GNAI3	cg13878641
PRLR	cg13880228
FUT1	cg13881341
ITGA9	cg13882267
TLK1	cg13882835
MBL2	cg13882988
GOT2	cg13883681
MRS2	cg13884546
ZNF23	cg13885201
DNAJC14	cg13887370
SPO11	cg13888886
ISCA1	cg13890487
C6orf208	cg13891659
PPIL5	cg13892015
RAB36	cg13894021
ZFAND2A	cg13896269
ATP5H	cg13896604
PFKFB1	cg13897449
FLJ44674	cg13897627
PDE4C	cg13899108
C9orf16	cg13901134
GYPC	cg13901526
GABRR2	cg13903548
KIAA1804	cg13904493
C10orf47	cg13904771
PCK1	cg13904968
CDCA4	cg13905388
PVR	cg13906416
GABARAPL2	cg13906548
HLA-DPA1	cg13906813
AMY2B	cg13908518
PRKCD	cg13908523
RSL1D1	cg13908977
PBX2	cg13910855
ADCY8	cg13912117
SLC19A2	cg13912204
ATP11B	cg13913917
HERC2	cg13914438
DUSP9	cg13915726
PLA2G16	cg13916322
SCGB1D1	cg13916742
POLD2	cg13916931
CCNB2	cg13917394
MEST	cg13917504
ANKRD11	cg13918581
FAM9C	cg13918808
ANAPC4	cg13918811
POLR2K	cg13919215
ZNF434	cg13919607
AQP7	cg13920529
PTMA	cg13921319
FAM19A4	cg13921352
PSMD12	cg13925920
PAPSS2	cg13926569
FLT4	cg13927251
AFF2	cg13928116
ZNF205	cg13928306
IFT81	cg13928594
YY2	cg13928866
KRT73	cg13928961
FOXI2	cg13929328
FGFBP1	cg13929970
MPP6	cg13931228
TBRG1	cg13932624
ZHX2	cg13935507
GNAO1	cg13936125
GOSR2	cg13940405
GOLGA2	cg13942909
SERPINB2	cg13943564
PRSS2	cg13944141
DDX59	cg13945069
PPAN	cg13946500
RPN2	cg13946860
MFSD9	cg13948784
HCRTR2	cg13948987
BLOC1S3	cg13950558
CDC42EP1	cg13951472
ZNF747	cg13951948
SRPR	cg13952892
ZFR	cg13954292
TCP10	cg13954572
CUL2	cg13956671
RSBN1	cg13958304
C1orf114	cg13958426
FOXD1	cg13958614
LGI3	cg13958676
CHST8	cg13959523
VPS13C	cg13959611
CRB3	cg13960126
GNA11	cg13960192
BTRC	cg13962355
C6orf134	cg13964084
FLJ36116	cg13966710
SMAD7	cg13967780
APCS	cg13968061
SULT1C2	cg13968390
AFG3L1	cg13969584
ABCA2	cg13970341
SCAND2	cg13973816
PYDC1	cg13974531
TSGA14	cg13975369
NPY5R	cg13975625
TRIM21	cg13976366
C12orf50	cg13976438
ADD1	cg13979182
ADCK2	cg13980308
TSPYL1	cg13980473
TNP1	cg13980719
C1orf201	cg13980834
KCNJ13	cg13982505
SC5DL	cg13982661
DUSP4	cg13983578
TSPAN12	cg13983870
EPHX4	cg13984181
BMI1	cg13984351
DHDPSL	cg13985639
PTGS2	cg13986130
CD163L1	cg13986618
PAGE5	cg13991029
GAS7	cg13991233
FLOT2	cg13992856
INS	cg13993218
KIF9	cg13994175
SNORD116@	cg13994177
KLRB1	cg13995453
NR3C2	cg13996731
TPSG1	cg13997068
S100A2	cg13997435
TRIM63	cg13998293
TRIM42	cg13998904
ATP10A	cg14001035
TP53TG1	cg14001567
DNAJC27	cg14002682
PCYT1A	cg14003467
PLGLB2	cg14003512
C14orf179	cg14008119
SLC18A3	cg14008883
STK11	cg14009312
CALD1	cg14009688
PCDHGB7	cg14011639
TATDN2	cg14011734
BTF3	cg14012294
XBP1	cg14013300
PTPN2	cg14013604
SLC16A8	cg14014225
OR3A1	cg14014613
TNFRSF10C	cg14015044
CCDC21	cg14017991
GCC1	cg14018807
PROX1	cg14019317
BRSK2	cg14021073
KRTAP21-2	cg14021698
GPLD1	cg14023451
HNRNPA3	cg14023558
USP7	cg14026602
FAR1	cg14026971
CD248	cg14027234
EEF2K	cg14028823
C14orf138	cg14029663
CDR2L	cg14030083
NDRG2	cg14030359
NEDD1	cg14031452
SFTA2	cg14034870
C3orf18	cg14035045
C1orf210	cg14036856
ZNF143	cg14037413
PXDN	cg14037665
NPM1	cg14039952
CHMP2A	cg14042128
SIVA1	cg14043411
OR1E1	cg14043602
CDK16	cg14044580
GPR116	cg14045072
MADCAM1	cg14045283
NMI	cg14046365
ZC3H14	cg14046757
RCSD1	cg14046986
SERPINC1	cg14047008
LMNB2	cg14047244
FAM126B	cg14047656
F13A1	cg14047667
BRCA1	cg14048487
GRID2	cg14049461
MAF	cg14055374
CDK3	cg14056306
PITX2	cg14056644
TSC22D2	cg14056942
TXNDC6	cg14058345
PELI2	cg14058432
SEPW1	cg14058998
C2orf34	cg14059475
KLRAQ1	cg14059729
GPR19	cg14059963
PDXDC1	cg14060060
PTH2	cg14060828
ISCA1	cg14060836
SH3BP4	cg14061619
KRTAP13-4	cg14062083
DAB2IP	cg14063008
XAGE2	cg14063673
ZNF613	cg14066280
KRBA2	cg14069619
PTRF	cg14070162
RSPO2	cg14070647
RAC2	cg14072120
C16orf73	cg14074117
MAP3K10	cg14074431
ABCC12	cg14074641
PRB4	cg14076161
RNGTT	cg14076411
MCAT	cg14078309
GK2	cg14078518
SFTPC	cg14079785
SNX33	cg14080001
RIOK2	cg14081015
C14orf2	cg14083376
FUNDC1	cg14084176
DDX59	cg14085328
FEN1	cg14086033
RILPL2	cg14086122
LIMK2	cg14086647
KRTAP4-4	cg14087150
ACTL6B	cg14088161
SPI1	cg14088811
ADAM33	cg14089692
DNAJB2	cg14091223
LHX3	cg14091657
C19orf48	cg14093125
BAZ1B	cg14093368
SEMA7A	cg14093936
BRAF	cg14094063
EGFR	cg14094960
CSTB	cg14095850
CGRRF1	cg14098132
MAP2K4	cg14099017
GNG13	cg14100184
RNF167	cg14100578
EHBP1	cg14101501
CD19	cg14102807
SLC36A1	cg14104257
PDLIM5	cg14105047
TBL1X	cg14105781
FOXD2	cg14106085
RBMX2	cg14106263
VEPH1	cg14106308
EVI5L	cg14106632
MAGEA5	cg14107638
TMCO1	cg14108384
C12orf61	cg14108394
SUV420H2	cg14112945
SP3	cg14114267
STARD3	cg14115004
BPHL	cg14115346
ALX1	cg14116122
TBXAS1	cg14116596
TMIGD2	cg14117297
KIAA1012	cg14118546
FGF23	cg14119236
WDR41	cg14119774
DYNC2LI1	cg14120336
GNB5	cg14120436
GTF2IRD1	cg14120784
DEFB105A	cg14120879
ABHD5	cg14121103
APOE	cg14123992
PIK3R2	cg14125250
MCFD2	cg14126210
TCL1A	cg14127336
C22orf23	cg14127659
APPL2	cg14127958
SNX29	cg14129103
MGMT	cg14129786
C16orf58	cg14131445
SLC35A2	cg14132995
EMILIN2	cg14133708
GATA4	cg14134005
RPL26L1	cg14134153
DAAM2	cg14135551
CCDC89	cg14137939
CIR1	cg14138171
SLC27A4	cg14139633
HAS1	cg14141399
TAF11	cg14142521
ADAMDEC1	cg14143055
ALX4	cg14144305
ICAM3	cg14145194
C11orf57	cg14145762
FAM125A	cg14147105
PRKD2	cg14149007
CXCR2	cg14150666
TRYX3	cg14153740
ARHGAP27	cg14154330
MAP2K1	cg14155397
L3MBTL4	cg14155416
PIP5K1A	cg14155482
FBN3	cg14156381
PM20D1	cg14159672
C20orf27	cg14159818
BTBD3	cg14159894
PLAGL1	cg14161241
ERAP1	cg14161426
TIMP1	cg14161730
NBPF15	cg14161885
CLEC4D	cg14162076
ACAP2	cg14163776
GALR2	cg14165663
HKR1	cg14166009
UBAP1	cg14167017
MSX1	cg14167596
ALAS2	cg14168975
RASGRP2	cg14170423
C14orf118	cg14171478
SLC25A44	cg14171523
HUS1	cg14171882
STK25	cg14172532
FUT5	cg14173523
TMEM33	cg14173613
CD300C	cg14173969
SLC8A3	cg14174099
FAM3C	cg14175438
CAMSAP1L1	cg14175580
MMS19	cg14175593
TTF1	cg14176475
ITGAL	cg14176836
C6orf105	cg14178895
RCHY1	cg14178991
TCEAL7	cg14179628
PIGU	cg14181391
SMAD5	cg14181459
RUNX3	cg14182690
MATN1	cg14183455
EXOC3L2	cg14184817
MAP3K7IP3	cg14186071
ZBTB48	cg14186992
TBR1	cg14187678
S100A13	cg14188111
ITGA11	cg14188232
ZFP42	cg14189571
SLC45A2	cg14189614
SLC25A16	cg14191109
MET	cg14191360
SFRS4	cg14195915
MRPL12	cg14196211
SLC22A5	cg14196790
FGF5	cg14197923
HBXIP	cg14198172
ADAMTSL2	cg14201417
C2orf61	cg14201617
GNAS	cg14203179
ASF1B	cg14203758
CYB561	cg14204735
PKNOX1	cg14204791
ZFAND3	cg14204992
TMEM9B	cg14205126
SLC35D1	cg14206730
NNMT	cg14209518
COMMD4	cg14209569
TAS2R5	cg14209870
DHDDS	cg14211646
HSPD1	cg14212314
DFFB	cg14213620
ZNF546	cg14213992
RAB1A	cg14217102
WHSC2	cg14217157
TUBA1B	cg14217534
ZNF32	cg14218343
TAC1	cg14221171
CDH16	cg14221831
PFKFB3	cg14222233
AP3D1	cg14223017
NCBP1	cg14223444
UCP1	cg14223995
FAM84A	cg14225485
PLK2	cg14225544
TP53TG5	cg14226064
MECOM	cg14228238
MICA	cg14228840
IDS	cg14230133
SPIN1	cg14230685
IMPAD1	cg14234680
C20orf197	cg14236389
PFKL	cg14236602
LGALS9	cg14237152
CELA3A	cg14238120
SOX5	cg14242042
TOP3B	cg14242091
